textID	Unnamed: 0	text	sentiment	Timestamp	User	Platform	Hashtags	Retweets	Likes	Country	Year	Month	Day	Hour
40	41	 Excited about the upcoming gaming tournament.      	 Positive  	28-01-2023 09:00	 GamingEnthusiast	 Instagram 	 #Gaming #Tournament                     	30	60	USA	2023	1	28	9
41	42	 Planning a garden makeover for spring.             	 Positive  	28-01-2023 14:45	 GardenPlanner 	 Twitter  	 #Gardening #Spring                     	25	50	 USA      	2023	1	28	14
42	43	 Celebrating a friend's birthday tonight! ðŸŽ‚       	 Positive  	28-01-2023 19:30	 BirthdayBash 	 Facebook 	 #Birthday #Celebration                  	15	30	 UK 	2023	1	28	19
43	44	 Feeling accomplished after a productive day.       	 Positive  	29-01-2023 17:00	 ProductivityWin	 Instagram 	 #Accomplished #Success               	22	45	 India 	2023	1	29	17
44	45	 A cozy evening with a good movie.                 	 Positive  	29-01-2023 20:20	 MovieNight   	 Twitter  	 #CozyNight #MovieTime                   	18	35	 Canada   	2023	1	29	20
45	46	 Exploring local art galleries this weekend.        	 Positive  	30-01-2023 11:30	 ArtExplorer  	 Facebook 	 #Art #GalleryExplore                    	15	30	 USA      	2023	1	30	11
46	47	 New book release from my favorite author!          	 Positive  	30-01-2023 15:45	 BookwormX    	 Instagram 	 #BookRelease #FavoriteAuthor           	12	25	 UK   	2023	1	30	15
47	48	 Attending a virtual reality meetup.                	 Positive  	30-01-2023 18:30	 VRMeetup     	 Twitter  	 #VRMeetup #VirtualReality               	28	55	 India    	2023	1	30	18
48	49	 Reflecting on the beauty of nature.                	 Positive  	31-01-2023 10:45	 NatureLover  	 Facebook 	 #Nature #Reflection                     	15	30	 Australia 	2023	1	31	10
49	50	 Cooking a special dinner for loved ones.           	 Positive  	31-01-2023 19:00	 ChefAtHome   	 Instagram 	 #Cooking #SpecialDinner                	20	40	 USA       	2023	1	31	19
50	51	 Feeling optimistic about the week ahead.           	 Positive  	31-01-2023 16:20	 OptimisticMindset	 Twitter  	 #Optimism #NewWeek                     	15	30	 Canada   	2023	1	31	16
51	52	 Starting a new fitness challenge tomorrow! ðŸ’ª     	 Positive  	01-02-2023 08:00	 FitnessChallenge	 Facebook 	 #FitnessChallenge #NewBeginnings       	22	45	 UK         	2023	2	1	8
52	53	 Sunday bike ride through scenic trails.           	 Positive  	01-02-2023 13:30	 BikeExplorer  	 Instagram 	 #BikeRide #ScenicTrails                	18	35	 USA     	2023	2	1	13
53	55	 Can't believe the injustice happening in our society.	 Anger        	11-02-2023 09:30	 SocialJustice   	 Twitter  	 #Injustice #Angry                            	20	40	 Canada     	2023	2	11	9
54	56	 Feeling a sense of fear after watching a thriller movie. 	 Fear         	11-02-2023 21:15	 ThrillerFan     	 Instagram 	 #Fear #ThrillerMovie                         	15	30	 USA          	2023	2	11	21
55	57	 Heartbroken after hearing the news about a natural disaster. 	 Sadness      	12-02-2023 14:45	 EmpathyFirst    	 Facebook 	 #Sadness #NaturalDisaster                    	25	50	 India      	2023	2	12	14
56	58	 The state of the world's environment is just disgusting. 	 Disgust      	12-02-2023 18:20	 EcoAwareness    	 Twitter  	 #Disgust #Environment                        	18	35	 UK         	2023	2	12	18
57	59	 Pure happiness: celebrating a loved one's achievement! 	 Happiness    	13-02-2023 10:00	 ProudFriend     	 Instagram 	 #Happiness #Celebration                   	30	60	 USA 	2023	2	13	10
58	60	 Laughter is the best medicineâ€”enjoying a comedy show. 	 Joy          	13-02-2023 19:30	 ComedyFan       	 Facebook 	 #Joy #ComedyShow                             	22	45	 Canada    	2023	2	13	19
59	61	 Sharing love and positive vibes with everyone! â¤ï¸      	 Love         	14-02-2023 08:30	 LoveSpreader    	 Twitter  	 #Love #SpreadLove                            	15	30	 Australia  	2023	2	14	8
60	62	 An amusing incident brightened up my day!               	 Amusement    	14-02-2023 14:20	 AmusedSoul      	 Instagram 	 #Amusement #FunTimes                         	18	35	 UK           	2023	2	14	14
61	63	 Enjoying a quiet evening with a book and some tea.      	 Enjoyment    	14-02-2023 19:45	 BookLoverAgain  	 Facebook 	 #Enjoyment #BookTime                         	25	50	 Canada       	2023	2	14	19
62	64	 Admiring the beauty of nature during a peaceful hike.   	 Admiration   	15-02-2023 11:30	 NatureAdmirer   	 Twitter  	 #Admiration #Nature                         	20	40	 USA       	2023	2	15	11
63	65	 Sending affectionate vibes to all my followers!          	 Affection    	15-02-2023 16:00	 AffectionSender 	 Instagram 	 #Affection #PositiveVibes                   	15	30	USA	2023	2	15	16
64	66	 Experiencing awe at the breathtaking sunset.            	 Awe          	15-02-2023 20:30	 AweStruck       	 Facebook 	 #Awe #Breathtaking                          	22	45	 Australia   	2023	2	15	20
65	67	 Disappointed with the service at a local restaurant.    	 Disappointed 	16-02-2023 09:00	 FoodieGoneWrong 	 Twitter  	 #Disappointed #BadService                   	18	35	 India      	2023	2	16	9
66	68	 A surprise gift from a friend made my day!              	 Surprise     	16-02-2023 14:45	 HappySurprise   	 Instagram 	 #Surprise #Gift                              	25	50	 USA          	2023	2	16	14
67	69	 Finding acceptance in the midst of life's challenges.   	 Acceptance   	16-02-2023 18:20	 AcceptanceSeeker	 Facebook 	 #Acceptance #Challenges                     	15	30	 Canada     	2023	2	16	18
68	70	 Overflowing with adoration for my adorable pet! ðŸ¾      	 Adoration    	17-02-2023 10:45	 PetAdorer       	 Twitter  	 #Adoration #PetLove                         	22	45	 UK        	2023	2	17	10
69	71	 Anticipating a thrilling adventure in the coming weeks. 	 Anticipation 	17-02-2023 07:30	 AdventureAwaits  	 Instagram 	 #Anticipation #Adventure                    	20	40	USA	2023	2	17	7
70	72	 A bitter experience turned into a valuable lesson.      	 Bitter       	17-02-2023 15:00	 LearnFromBitter 	 Facebook 	 #BitterLesson #Growth                      	18	35	 USA       	2023	2	17	15
71	73	 Finding calmness in the midst of a busy day.            	 Calmness     	18-02-2023 09:30	 ZenMaster       	 Twitter  	 #Calmness #PeacefulMind                    	15	30	 India     	2023	2	18	9
72	74	 Confusion clouds my mind as I navigate through decisions.	 Confusion    	18-02-2023 14:20	 ConfusedMind    	 Instagram 	 #Confusion #DecisionMaking                 	25	50	 UK   	2023	2	18	14
73	75	 Excitement building up for the upcoming vacation!       	 Excitement   	18-02-2023 18:45	 VacationDreamer 	 Facebook 	 #Excitement #TravelPlans                   	22	45	 Canada    	2023	2	18	18
74	76	 Kindness witnessed today restored my faith in humanity. 	 Kind         	19-02-2023 11:30	 KindnessPrevails	 Twitter  	 #Kindness #Humanity                        	20	40	 USA       	2023	2	19	11
75	77	 Pride in achieving a personal milestone.               	 Pride        	19-02-2023 16:00	 PersonalAchiever	 Instagram 	 #Pride #Milestone                           	30	60	 Australia    	2023	2	19	16
76	78	 A moment of shame for not standing up against injustice. 	 Shame        	19-02-2023 19:45	 ReflectiveSelf  	 Facebook 	 #Shame #Injustice                           	15	30	 India      	2023	2	19	19
77	79	 Fuming with anger after a heated argument.            	 Anger        	20-02-2023 09:30	 AngryDebater    	 Twitter  	 #Anger #Argument                             	20	40	 Canada     	2023	2	20	9
78	80	 The fear of the unknown is keeping me up at night.    	 Fear         	20-02-2023 21:15	 FearfulDreamer  	 Instagram 	 #Fear #Unknown                               	15	30	 USA          	2023	2	20	21
79	81	 Heartfelt sadness after bidding farewell to a dear friend. 	 Sadness      	21-02-2023 14:45	 FarewellHeart   	 Facebook 	 #Sadness #Farewell                          	25	50	 India      	2023	2	21	14
80	82	 The state of corruption in our society is utterly disgusting. 	 Disgust      	21-02-2023 18:20	 AntiCorruption  	 Twitter  	 #Disgust #Corruption                         	18	35	 UK         	2023	2	21	18
81	83	 Overflowing happiness: welcoming a new family member!  	 Happiness    	22-02-2023 10:00	 NewParentJoy    	 Instagram 	 #Happiness #NewFamilyMember                 	30	60	 UK           	2023	2	22	10
82	84	 Laughter is the key to joyâ€”attending a stand-up comedy show. 	 Joy          	22-02-2023 19:30	 StandUpFan      	 Facebook 	 #Joy #StandUpComedy                         	22	45	 Canada    	2023	2	22	19
83	85	 Sending love to all my followers on this beautiful day! â¤ï¸ 	 Love         	23-02-2023 08:30	 LoveSender      	 Twitter  	 #Love #SpreadLove                            	15	30	 Australia  	2023	2	23	8
84	86	 Amused by the antics of my petâ€”it's pure amusement!      	 Amusement    	23-02-2023 14:20	 PetAmuser       	 Instagram 	 #Amusement #PetAntics                       	18	35	 UK           	2023	2	23	14
85	87	 Enjoying every moment of this tripâ€”pure enjoyment!      	 Enjoyment    	23-02-2023 19:45	 TravelExplorer  	 Facebook 	 #Enjoyment #Travel                           	25	50	 USA 	2023	2	23	19
86	88	 Admiring the dedication of volunteers at a local charity. 	 Admiration   	24-02-2023 11:30	 CharityAdmirer  	 Twitter  	 #Admiration #Volunteers                     	20	40	 USA        	2023	2	24	11
87	89	 Sending affectionate vibes to friends and family.        	 Affection    	24-02-2023 16:00	 FamilyLover     	 Instagram 	 #Affection #FamilyLove                      	15	30	USA	2023	2	24	16
88	90	 Awe-struck by the beauty of the night sky.               	 Awe          	24-02-2023 20:30	 Stargazer       	 Facebook 	 #Awe #StarryNight                        	22	45	 Australia 	2023	2	24	20
89	91	 Disappointed with the lack of progress in a personal project. 	 Disappointed 	25-02-2023 09:00	 ProjectStruggle 	 Twitter  	 #Disappointed #Project                     	18	35	 India      	2023	2	25	9
90	92	 A surprise visit from an old friend brought tears of joy. 	 Surprise     	25-02-2023 14:45	 JoyfulReunion   	 Instagram 	 #Surprise #OldFriends                       	25	50	 USA          	2023	2	25	14
91	93	 Embracing acceptance of life's ups and downs.           	 Acceptance   	25-02-2023 18:20	 LifeAcceptance  	 Facebook 	 #Acceptance #LifeJourney                   	15	30	 Canada     	2023	2	25	18
92	94	 Overflowing adoration for a cute rescue puppy! ðŸ¶       	 Adoration    	26-02-2023 10:45	 PuppyAdmirer    	 Twitter  	 #Adoration #PuppyLove                       	22	45	 UK         	2023	2	26	10
93	95	 Anticipating the release of a much-awaited movie.       	 Anticipation 	26-02-2023 07:30	 MovieBuff2      	 Instagram 	 #Anticipation #MovieRelease                 	20	40	 Australia    	2023	2	26	7
94	96	 Bitter experience at the customer service department.   	 Bitter       	26-02-2023 15:00	 CustomerWoes    	 Facebook 	 #BitterExperience #CustomerService         	18	35	 USA       	2023	2	26	15
95	97	 Finding calmness amidst the chaos of daily life.        	 Calmness     	27-02-2023 09:30	 CalmSoul        	 Twitter  	 #Calmness #InnerPeace                      	15	30	 India     	2023	2	27	9
96	98	 Confusion reigns as I try to make sense of recent events.	 Confusion    	27-02-2023 14:20	 ConfusedMind2   	 Instagram 	 #Confusion #MakingSense                    	25	50	 UK   	2023	2	27	14
97	99	 Excitement building up for a surprise birthday party.   	 Excitement   	27-02-2023 18:45	 BirthdayExcite  	 Facebook 	 #Excitement #SurpriseParty                 	22	45	 Canada 	2023	2	27	18
98	100	 Witnessed an act of kindness that made my day.          	 Kind         	28-02-2023 11:30	 KindnessObserver	 Twitter  	 #Kindness #ActsOfKindness                  	20	40	 USA       	2023	2	28	11
99	101	 Pride in completing a challenging fitness challenge.    	 Pride        	28-02-2023 16:00	 FitAchiever     	 Instagram 	 #Pride #FitnessChallengeCompleted          	30	60	 UK            	2023	2	28	16
100	102	 A moment of shame for not speaking up against injustice.	 Shame        	28-02-2023 19:45	 ReflectiveSelf2 	 Facebook 	 #Shame #Injustice                           	15	30	 India     	2023	2	28	19
101	103	 Reflecting on the beauty of diversity in our world.     	 Acceptance   	01-03-2023 10:45	 DiversityLover  	 Twitter  	 #Acceptance #Diversity                      	22	45	 Australia 	2023	3	1	10
102	104	 Excitement for a quiet evening with a good book.        	 Excitement   	01-03-2023 13:30	 BookwormJoy     	 Instagram 	 #Excitement #BookTime                       	18	35	 USA          	2023	3	1	13
103	105	 Feeling bitter about the unfairness in the workplace.   	 Bitter       	01-03-2023 17:45	 WorkplaceWoes   	 Twitter  	 #Bitter #Unfairness                         	15	30	 Canada    	2023	3	1	17
104	106	 Calmness prevails as I practice mindfulness.            	 Calmness     	02-03-2023 18:00	 MindfulMe       	 Facebook 	 #Calmness #Mindfulness                      	15	30	 UK        	2023	3	2	18
105	107	 Confusion surrounds me as I navigate through life's choices. 	 Confusion 	02-03-2023 13:15	 ConfusedMind3   	 Instagram 	 #Confusion #LifeChoices                     	30	60	 USA   	2023	3	2	13
106	108	 Excitement for a weekend road trip to explore new places. 	 Excitement 	02-03-2023 16:45	 RoadTripper2    	 Twitter  	 #Excitement #WeekendAdventure               	25	50	 India     	2023	3	2	16
107	109	 Kindness witnessed today restores my faith in humanity.  	 Kind         	03-03-2023 11:30	 KindnessPrevails2	 Facebook 	 #Kindness #HumanityRestored                 	22	45	 USA       	2023	3	3	11
108	110	 Pride in accomplishing personal and professional goals.  	 Pride        	03-03-2023 14:30	 GoalAchiever    	 Instagram 	 #Pride #Accomplishments                     	12	25	 Canada 	2023	3	3	14
109	111	 Shame for not being true to my values in a difficult situation.	 Shame 	03-03-2023 12:00	 ReflectiveSelf3 	 Twitter  	 #Shame #Integrity                           	15	30	 UK        	2023	3	3	12
110	112	 Revisiting old memories, feeling a sense of elation. 	 Elation       	15-05-2010 15:30	 NostalgiaFan    	 Twitter  	 #Elation #Memories                             	20	40	 Canada    	2010	5	15	15
111	113	 The victory of our team brought euphoria to the city. 	 Euphoria      	10-08-2021 21:15	 SportsFanatic   	 Instagram 	 #Euphoria #Victory                             	15	30	 USA      	2021	8	10	21
112	114	 Embracing the beauty of nature, a moment of contentment. 	 Contentment   	20-06-2011 14:45	 NatureLover2    	 Facebook 	 #Contentment #Nature                           	25	50	 India       	2011	6	20	14
113	115	 Meditating by the serene lake, finding inner peace.   	 Serenity      	12-02-2022 18:20	 ZenMaster2      	 Twitter  	 #Serenity #Meditation                          	18	35	 UK          	2022	2	12	18
114	116	 Overflowing with gratitude for life's blessings.      	 Gratitude     	25-11-2012 10:00	 ThankfulHeart   	 Instagram 	 #Gratitude #Blessed                            	30	60	 Australia   	2012	11	25	10
115	117	 Hopeful for a brighter tomorrow, despite challenges.  	 Hope          	05-04-2013 19:30	 OptimisticSoul  	 Facebook 	 #Hope #Optimism                                	22	45	 USA      	2013	4	5	19
116	118	 Empowered to make a difference in my community.        	 Empowerment   	14-09-2014 08:30	 CommunityLeader 	 Twitter  	 #Empowerment #Community                        	15	30	 UK       	2014	9	14	8
117	119	 Compassion in action: supporting a local charity event. 	 Compassion    	18-07-2015 14:20	 CharitySupporter	 Instagram 	 #Compassion #CharityEvent                   	18	35	 Canada 	2015	7	18	14
118	120	 A moment of tenderness, connecting with loved ones.    	 Tenderness    	23-02-2016 19:45	 LovingHeart     	 Facebook 	 #Tenderness #FamilyTime                       	25	50	 UK          	2016	2	23	19
119	121	 Arousal of excitement as I await a special announcement.	 Arousal       	30-10-2017 11:30	 ExcitementFan   	 Twitter  	 #Arousal #Excitement                           	20	40	 Australia 	2017	10	30	11
120	122	 Enthusiastically diving into a new project.            	 Enthusiasm    	15-06-2018 16:00	 ProjectEnthusiast	 Instagram 	 #Enthusiasm #NewProject                       	15	30	 USA  	2018	6	15	16
121	123	 Feeling a sense of fulfillment after reaching a milestone.	 Fulfillment  	28-03-2019 18:20	 MilestoneAchiever	 Facebook 	 #Fulfillment #Milestone                       	22	45	 India     	2019	3	28	18
122	124	 Reverence for the beauty of a historic landmark.       	 Reverence     	11-11-2019 15:00	 HistoryLover    	 Twitter  	 #Reverence #History                           	18	35	 UK      	2019	11	11	15
123	125	 Elation after a surprise reunion with old friends.    	 Elation       	02-04-2020 09:30	 JoyfulReunion2  	 Instagram 	 #Elation #OldFriends                          	25	50	 Canada      	2020	4	2	9
124	126	 The euphoria of a live music concert under the stars.  	 Euphoria      	19-06-2021 14:45	 MusicEnthusiast 	 Facebook 	 #Euphoria #LiveMusic                          	15	30	 USA 	2021	6	19	14
125	127	 Contentment in the simplicity of a quiet Sunday.       	 Contentment   	15-08-2010 10:00	 SimpleJoys      	 Twitter  	 #Contentment #SundayMood                      	30	60	 Australia 	2010	8	15	10
126	128	 Serenity found in the pages of a favorite book.        	 Serenity      	22-09-2011 19:30	 BookLover3      	 Instagram 	 #Serenity #BookTime                           	22	45	 UK          	2011	9	22	19
127	129	 Gratitude for the support received during tough times. 	 Gratitude     	10-03-2012 08:30	 SupportiveFriend	 Facebook 	 #Gratitude #Supportive                        	15	30	 India     	2012	3	10	8
128	130	 Hopeful about the possibilities of a new journey.      	 Hope          	05-12-2013 16:00	 JourneyOptimist 	 Twitter  	 #Hope #NewBeginnings                          	18	35	 Canada    	2013	12	5	16
129	131	 Empowerment through learning and personal growth.      	 Empowerment   	20-07-2014 11:30	 GrowthSeeker    	 Instagram 	 #Empowerment #PersonalGrowth                  	25	50	USA	2014	7	20	11
130	132	 Compassion towards those in need during the holidays.  	 Compassion    	22-12-2015 14:20	 HolidayHelper   	 Facebook 	 #Compassion #HolidaySupport                   	18	35	 USA      	2015	12	22	14
131	133	 Tenderness in the warmth of a cozy winter evening.     	 Tenderness    	10-02-2016 19:45	 WinterWarmth    	 Twitter  	 #Tenderness #CozyEvening                     	25	50	 UK       	2016	2	10	19
132	134	 Arousal of excitement for an upcoming adventure.       	 Arousal       	30-04-2017 11:30	 AdventureAwaits 	 Instagram 	 #Arousal #AdventureTime                       	20	40	 Australia 	2017	4	30	11
133	135	 Enthusiasm for a creative project in the making.       	 Enthusiasm    	15-09-2018 16:00	 CreativeSpirit  	 Facebook 	 #Enthusiasm #Creativity                       	15	30	 Canada    	2018	9	15	16
134	136	 Fulfillment in completing a challenging workout routine.	 Fulfillment  	28-06-2019 18:20	 FitnessAchiever 	 Twitter  	 #Fulfillment #FitnessGoals                   	22	45	 India     	2019	6	28	18
135	137	 Reverence for the artistry displayed in a museum.      	 Reverence     	11-11-2020 15:00	 ArtAppreciator  	 Instagram 	 #Reverence #ArtAppreciation                  	18	35	 UK        	2020	11	11	15
136	138	 Elation after achieving a personal goal.               	 Elation       	02-03-2021 09:30	 GoalAchiever2   	 Facebook 	 #Elation #PersonalAchievement                	25	50	 USA      	2021	3	2	9
137	139	 Elation over discovering a hidden gem in the city.   	 Elation       	18-02-2012 14:30	 UrbanExplorer2  	 Twitter  	 #Elation #HiddenGem                            	20	40	 USA      	2012	2	18	14
138	140	 The euphoria of a surprise birthday celebration.     	 Euphoria      	05-11-2018 21:45	 BirthdayJoy     	 Instagram 	 #Euphoria #BirthdaySurprise                   	15	30	 UK   	2018	11	5	21
139	141	 Contentment in the simplicity of a home-cooked meal. 	 Contentment   	12-09-2015 13:20	 HomeChef        	 Facebook 	 #Contentment #HomeCooking                     	25	50	 India    	2015	9	12	13
140	142	 Serenity found in the melody of a peaceful piano.    	 Serenity      	30-07-2016 18:10	 MusicLover4     	 Twitter  	 #Serenity #PeacefulMelody                    	18	35	 Canada      	2016	7	30	18
141	143	 Gratitude for the supportive community around me.    	 Gratitude     	20-04-2013 10:30	 CommunityLove   	 Instagram 	 #Gratitude #CommunitySupport                   	30	60	 USA 	2013	4	20	10
142	144	 Hopeful about the prospects of a new business venture.	 Hope          	08-12-2017 19:15	 EntrepreneurHope	 Facebook 	 #Hope #BusinessVenture                        	22	45	 Canada    	2017	12	8	19
143	145	 Empowerment through mentoring and guiding others.    	 Empowerment   	03-06-2014 08:20	 MentorEmpower   	 Twitter  	 #Empowerment #Mentorship                      	15	30	 UK       	2014	6	3	8
144	146	 Compassion shown through acts of kindness in the community.	 Compassion	15-01-2019 14:50	 KindnessInAction	 Instagram 	 #Compassion #CommunityKindness               	18	35	 Australia 	2019	1	15	14
145	147	 Tenderness in a heartfelt message to a loved one.    	 Tenderness    	25-12-2016 19:30	 LoveExpress     	 Facebook 	 #Tenderness #LoveNote                         	25	50	 UK          	2016	12	25	19
146	148	 Arousal of excitement before a much-awaited trip.    	 Arousal       	10-03-2018 09:45	 TravelExcitement	 Twitter  	 #Arousal #TravelAdventure                     	20	40	 India    	2018	3	10	9
147	149	 Enthusiasm for a new artistic project in the works.  	 Enthusiasm    	17-09-2020 16:30	 ArtisticSpirit  	 Instagram 	 #Enthusiasm #ArtisticProject                 	15	30	 USA       	2020	9	17	16
148	150	 Feeling a sense of fulfillment after helping others. 	 Fulfillment   	28-08-2011 18:45	 HelperHeart     	 Facebook 	 #Fulfillment #HelpingOthers                  	22	45	 Canada    	2011	8	28	18
149	151	 Reverence for the historical significance of a landmark.	 Reverence 	01-11-2017 15:30	 HistoryBuff     	 Twitter  	 #Reverence #HistoricalSite                   	18	35	 Australia 	2017	11	1	15
150	152	 Elation after achieving a fitness milestone.         	 Elation       	15-06-2019 10:00	 FitnessAchiever2	 Instagram 	 #Elation #FitnessMilestone                   	25	50	 UK           	2019	6	15	10
151	153	 The euphoria of a successful product launch.         	 Euphoria      	03-04-2022 11:45	 ProductLaunchJoy	 Facebook 	 #Euphoria #ProductLaunchSuccess              	15	30	 USA       	2022	4	3	11
